station_name,line_name,direction,car_number,door_number,nearest_toilet_id
田町,JR山手線,外回り,4,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,5,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,6,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,7,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,8,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,9,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,10,1,52541081-951b-55ac-a541-e0d9e3902b5b
田町,JR山手線,外回り,11,1,52541081-951b-55ac-a541-e0d9e3902b5b
高輪ゲートウェイ,JR山手線,内回り,1,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,2,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,3,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,4,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,5,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,6,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,7,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,8,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,9,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,10,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,内回り,11,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,1,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,2,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,3,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,4,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,5,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,6,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,7,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,8,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,9,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,10,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
高輪ゲートウェイ,JR山手線,外回り,11,1,388340fb-c48f-55b0-bf9f-4ce1dbe26c96
品川,JR山手線,内回り,1,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,2,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,3,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,4,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,5,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,6,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,7,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,8,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,9,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,10,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,内回り,11,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,1,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,2,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,3,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,4,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,5,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,6,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,7,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,8,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,9,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,10,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
品川,JR山手線,外回り,11,1,cd62fcc5-0ce1-5b88-8b39-19a6ef35603d
大崎,JR山手線,内回り,1,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,2,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,3,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,4,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,5,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,6,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,7,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,8,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,9,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,10,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,内回り,11,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,1,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,2,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,3,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,4,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,5,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,6,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,7,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,8,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,9,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,10,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
大崎,JR山手線,外回り,11,1,6a1bc035-3b3c-5155-bc52-e36bfbb9a35e
五反田,JR山手線,内回り,1,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,2,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,3,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,4,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,5,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,6,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,7,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,8,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,9,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,10,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,内回り,11,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,1,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,2,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,3,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,4,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,5,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,6,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,7,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,8,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,9,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,10,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
五反田,JR山手線,外回り,11,1,b6d7404f-7265-5c17-9af8-b7db5ce12375
目黒,JR山手線,内回り,1,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,2,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,3,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,4,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,5,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,6,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,7,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,8,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,9,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,10,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,内回り,11,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,1,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,2,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,3,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,4,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,5,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,6,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,7,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,8,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,9,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,10,1,680a403f-b03c-5692-b2ba-b42a27d312a3
目黒,JR山手線,外回り,11,1,680a403f-b03c-5692-b2ba-b42a27d312a3
恵比寿,JR山手線,内回り,1,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,2,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,3,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,4,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,5,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,6,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,7,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,8,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,9,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,10,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,内回り,11,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,1,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,2,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,3,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,4,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,5,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,6,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,7,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,8,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,9,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,10,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
恵比寿,JR山手線,外回り,11,1,16ab295d-1c44-5940-bae2-bab7aebb76d3
渋谷,JR山手線,内回り,1,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,2,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,3,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,4,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,5,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,6,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,7,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,8,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,9,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,10,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,内回り,11,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,1,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,2,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,3,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,4,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,5,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,6,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,7,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,8,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,9,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,10,1,c768ca65-900e-5385-9326-34423fdf2805
渋谷,JR山手線,外回り,11,1,c768ca65-900e-5385-9326-34423fdf2805
原宿,JR山手線,内回り,1,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,2,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,3,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,4,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,5,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,6,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,7,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,8,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,9,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,10,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,内回り,11,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,1,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,2,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,3,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,4,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,5,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,6,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,7,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,8,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,9,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,10,1,511e6a33-ed09-5ead-8350-da27fb42f242
原宿,JR山手線,外回り,11,1,511e6a33-ed09-5ead-8350-da27fb42f242
代々木,JR山手線,内回り,1,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,2,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,3,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,4,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,5,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,6,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,7,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,8,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,9,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,10,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,内回り,11,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,1,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,2,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,3,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,4,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,5,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,6,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
代々木,JR山手線,外回り,7,1,bbf47fb0-3b91-5371-bf7e-6d08dfce321c
